abuzhabi 阿布扎比
pengzhuangjiance 碰撞检测
pianmianzhuiqiu 片面追求
pianpianqiwu 翩翩起舞
pianquqiancai 骗取钱财
pianxinzean 偏信则暗
piaohubuding 飘忽不定
piaolaipiaoqu 飘来飘去
piaopiaodangdang 飘飘荡荡
piaoyangguohai 漂洋过海
pibeibukan 疲惫不堪
pibozhanlang 劈波斩浪
pidaichuandong 皮带传动
pifashichang 批发市场
pifuyouze 匹夫有责
pihonggualv 披红挂绿
pijingzhanji 披荆斩棘
pijuanbukan 疲倦不堪
pilaoqiangdu 疲劳强度
piliangshengchan 批量生产
pilipala 噼里啪啦
pinbojingshen 拼搏精神
pindegaoshang 品德高尚
pindejiaoyu 品德教育
pinfubujun 贫富不均
pinfuchaju 贫富差距
pinfuxuanshu 贫富悬殊
pinganwushi 平安无事
pingbanboli 平板玻璃
pingbandianshi 平板电视
pingbanyinshua 平版印刷
pingdanwuqi 平淡无奇
pingdengdairen 平等待人
pingdenghuli 平等互利
pingdengjingzheng 平等竞争
pingfanggongli 平方公里
pingfanglimi 平方厘米
pingfangqianmi 平方千米
pingfanzhaoxue 平反昭雪
pingfenbiaozhun 评分标准
pingguogongsi 苹果公司
pinghengchangshu 平衡常数
pinghengtiaojian 平衡条件
pinghengweizhi 平衡位置
pingjingxialai 平静下来
pingjinzhanyi 平津战役
pingjundiquan 平均地权
pingjunfenpei 平均分配
pingjungonglv 平均功率
pingjungongzi 平均工资
pingjunhaiba 平均海拔
pingjunqiwen 平均气温
pingjunshouming 平均寿命
pingjunshouru 平均收入
pingjunshuiping 平均水平
pingjunsudu 平均速度
pingjunwendu 平均温度
pingjunzhibiao 平均指标
pingjunzhuyi 平均主义
pingliangxinshuo 凭良心说
pingmianbuzhi 平面布置
pingmianjihe 平面几何
pingmianquxian 平面曲线
pingmiansheji 平面设计
pingmianzuobiao 平面坐标
pingminbaixing 平民百姓
pingmuxianshi 屏幕显示
pingpangqiudui 乒乓球队
pingpangqiupai 乒乓球拍
pingpangqiutai 乒乓球台
pingpangwaijiao 乒乓外交
pingpingchangchang 平平常常
pingpingdandan 平平淡淡
pingpingpangpang 乒乒乓乓
pingpuzhixu 平铺直叙
pingqipingzuo 平起平坐
pingshawuyin 平沙无垠
pingshuixiangfeng 萍水相逢
pingtoubaixing 平头百姓
pingxingtouying 平行投影
pingxinjingqi 平心静气
pingxuanhuodong 评选活动
pingyijinren 平易近人
pingyuandidai 平原地带
pingzhengtudi 平整土地
pinjianbuyi 贫贱不移
pinkundiqu 贫困地区
pinkunjiating 贫困家庭
pinkunluohou 贫困落后
pinkunrenkou 贫困人口
pinkunshanqu 贫困山区
pinkunxuesheng 贫困学生
pinleifanduo 品类繁多
pinpaixingxiang 品牌形象
pinqiongluohou 贫穷落后
pinxiazhongnong 贫下中农
pinxiecuowu 拼写错误
pinxuejianyou 品学兼优
pinyinshuru 拼音输入
pinyinwenzi 拼音文字
pinyinzimu 拼音字母
pinzaiyiqi 拼在一起
pinzhiyinshu 品质因数
pinzhongfanduo 品种繁多
pipingzhizheng 批评指正
pitousanfa 披头散发
pixiazhifang 皮下脂肪
pixiazhushe 皮下注射
piyubenming 疲于奔命
pizhundaibu 批准逮捕
pizhunwenhao 批准文号
pobujidai 迫不及待
pochumixin 破除迷信
pohuaifenzi 破坏分子
pohuaihuodong 破坏活动
pojiulixin 破旧立新
pojuguimo 颇具规模
pojujiangxin 颇具匠心
pokoudama 破口大骂
polangqianjin 破浪前进
poluomenjiao 婆罗门教
pomoshanshui 泼墨山水
popolanlan 破破烂烂
poqiexiwang 迫切希望
poqiexuyao 迫切需要
poqieyaoqiu 迫切要求
poshouhuanying 颇受欢迎
potudonggong 破土动工
pozaimeijie 迫在眉睫
pubiancunzai 普遍存在
pubianguilv 普遍规律
pubianrenwei 普遍认为
pubianxianxiang 普遍现象
pubianyiyi 普遍意义
pubianzhenli 普遍真理
pudongxinqu 浦东新区
pududaxue 普渡大学
pufajiaoyu 普法教育
pufuqianjin 匍匐前进
pujijiaoyu 普及教育
pulinsidun 普林斯顿
puluowangsi 普罗旺斯
pumianerlai 扑面而来
puputongtong 普普通通
pushiwuhua 朴实无华
pushuomili 扑朔迷离
putaoqiujun 葡萄球菌
putaoyaren 葡萄牙人
putaoyayu 葡萄牙语
putiangaidi 铺天盖地
putianzhixia 普天之下
putongbaixing 普通百姓
putonggaozhong 普通高中
putonggongren 普通工人
putongjiaoyu 普通教育
putongjiating 普通家庭
putongnongmin 普通农民
putongwaike 普通外科
putongyisheng 扑通一声
putongyonghu 普通用户
putongyoupiao 普通邮票
putongyuangong 普通员工
puzhaodadi 普照大地
qiadaohaochu 恰到好处
qianbainianlai 千百年来
qianbianwanhua 千变万化
qianchangzhezhi 浅尝辄止
qianchawanbie 千差万别
qianchengwanli 前程万里
qianchuangbaikong 千疮百孔
qianchuibailian 千锤百炼
qiancizaoju 遣词造句
qiandaoqundao 千岛群岛
qiandinghetong 签订合同
qiandingqiyue 签订契约
qiandingxieyi 签订协议
qianduanhouchang 前短后长
qianduanshijian 前段时间
qianenwanxie 千恩万谢
qianfangbaiji 千方百计
qianfanjingfa 千帆竞发
qianfenzhiyi 千分之一
qianfuhouji 前赴后继
qiangchangdongwu 腔肠动物
qiangciduoli 强词夺理
qiangdianjiezhi 强电解质
qiangguofumin 强国富民
qiangguozhilu 强国之路
qianghuashipin 强化食品
qianghuaxunlian 强化训练
qiangjiayuren 强加于人
qiangjingyouli 强劲有力
qiangjiuwuxiao 抢救无效
qianglengkongqi 强冷空气
qiangliebuman 强烈不满
qiangliefankang 强烈反抗
qiangliefanxiang 强烈反响
qiangliejianyi 强烈建议
qiangliekangyi 强烈抗议
qianglieyaoqiu 强烈要求
qianglieyuwang 强烈欲望
qianglindanyu 枪林弹雨
qiangouwanhe 千沟万壑
qiangquanzhengzhi 强权政治
qiangshengshiqi 强盛时期
qiangshenjianti 强身健体
qiangubuxiu 千古不朽
qiangujuechang 千古绝唱
qianguxingwang 千古兴亡
qiangxianjiuzai 抢险救灾
qiangxingjinru 强行进入
qiangzhanshichang 抢占市场
qiangzhicuoshi 强制措施
qiangzhidanyao 枪支弹药
qiangzhishouduan 强制手段
qiangzhizhixing 强制执行
qiangzhuangyouli 强壮有力
qianhouyizhi 前后一致
qianhouzuoyou 前后左右
qianhuhouyong 前呼后拥
qianhuibaizhe 千回百折
qianhuibaizhuan 千回百转
qianhuwanhuan 千呼万唤
qianjiawanhu 千家万户
qianjinfangxiang 前进方向
qianjinzhongdan 千斤重担
qianjunwanma 千军万马
qianjunyifa 千钧一发
qianjunzhongfu 千钧重负
qiankesaoren 迁客骚人
qianlibingfeng 千里冰封
qianlizhixing 千里之行
qianlongnianjian 乾隆年间
qiannanwannan 千难万难
qiannanwanxian 千难万险
qianniuzhinv 牵牛织女
qianpianyilv 千篇一律
qianpuhouji 前仆后继
qianqiangfuhui 牵强附会
qianqianhouhou 前前后后
qianqianjunzi 谦谦君子
qianqianwanwan 千千万万
qianqibaiguai 千奇百怪
qianqigongzuo 前期工作
qianqiuweiye 千秋伟业
qianshanwanhe 千山万壑
qianshengzhiguo 千乘之国
qianshibuwang 前事不忘
qiansihouxiang 前思后想
qiansiwanlv 千丝万缕
qiansuoweijian 前所未见
qiansuoweiwen 前所未闻
qiansuoweiyou 前所未有
qiantitiaojian 前提条件
qiantouwanxu 千头万绪
qiantuwuliang 前途无量
qiantuyuanda 前途远大
qianwanqianwan 千万千万
qianwaxiaoshi 千瓦小时
qianwuguren 前无古人
qianxianyidong 浅显易懂
qianxideniao 迁徙的鸟
qianxinwanku 千辛万苦
qianxinyanjiu 潜心研究
qianxujinshen 谦虚谨慎
qianyanghouhe 前仰后合
qianyanjishu 前沿技术
qianyanwanhe 千岩万壑
qianyanwanyu 千言万语
qianyanzhendi 前沿阵地
qianyimohua 潜移默化
qianyindichang 浅吟低唱
qianyinhouguo 前因后果
qianzainanfeng 千载难逢
qianzaiyonghu 潜在用户
qianzhaihuanqian 欠债还钱
qianzianzhang 潜滋暗长
qianzibaitai 千姿百态
qianziyishi 签字仪式
qiaoduotiangong 巧夺天工
qiaojiadayuan 乔家大院
qiaolianggongcheng 桥梁工程
qiaoluodagu 敲锣打鼓
qiaoquhaoduo 巧取豪夺
qiaoranliqu 悄然离去
qiaoranxingqi 悄然兴起
qiaowushengxi 悄无声息
qiaozhuangdaban 乔装打扮
qiaqiaxiangfan 恰恰相反
qiaruqifen 恰如其分
qibuchengsheng 泣不成声
qichechangjia 汽车厂家
qichechanliang 汽车产量
qichechanye 汽车产业
qichelingjian 汽车零件
qicheluntai 汽车轮胎
qichemaoyi 汽车贸易
qichengzhuanhe 起承转合
qichepeijian 汽车配件
qicheweiqi 汽车尾气
qichongdouniu 气冲斗牛
qichongxiaohan 气冲霄汉
qichuanxuxu 气喘吁吁
qidongyuanjian 气动元件
qidubufan 气度不凡
qieerbushe 锲而不舍
qieheshiji 切合实际
qieshenganshou 切身感受
qieshenliyi 切身利益
qieshentihui 切身体会
qieshijiaqiang 切实加强
qieshikexing 切实可行
qieshiyouli 切实有力
qieshiyouxiao 切实有效
qieshizengqiang 切实增强
qieshizuohao 切实做好
qiexiaoxingneng 切削性能
qiezhongyaohai 切中要害
qifengguaishi 奇峰怪石
qifengkuyu 凄风苦雨
qifengyisu 奇风异俗
qifudiedang 起伏跌宕
qiguaideshi 奇怪的是
qiguanyizhi 器官移植
qihoubianhua 气候变化
qihoutiaojie 气候调节
qihouxitong 气候系统
qihouyichang 气候异常
qihouyiren 气候宜人
qihouzaihai 气候灾害
qihouziyuan 气候资源
qihuayicao 奇花异草
qihuayihui 奇花异卉
qijibaihuai 气急败坏
qijibande 奇迹般地
qijinweizhi 迄今为止
qijinyiyou 迄今已有
qijuyitang 齐聚一堂
qikaidesheng 旗开得胜
qilerongrong 其乐融融
qilewuqiong 其乐无穷
qilizisan 妻离子散
qimengjiaoyu 启蒙教育
qimengyundong 启蒙运动
qiminyaoshu 齐民要术
qimokaoshi 期末考试
qinbingmayong 秦兵马俑
qinchahanguo 钦察汗国
qinchaidachen 钦差大臣
qinfengongzuo 勤奋工作
qinfenhaoxue 勤奋好学
qinfennuli 勤奋努力
qinfenxuexi 勤奋学习
qingbaojiansuo 情报检索
qingbaojigou 情报机构
qingbaoxinxi 情报信息
qingbaozhongxin 情报中心
qingbaoziliao 情报资料
qingbuzijin 情不自禁
qingchangzhaiwu 清偿债务
qingchejiandi 清澈见底
qingchuchudang 清除出党
qingchunhuoli 青春活力
qingchunnianhua 青春年华
qingchunnianshao 青春年少
qingchunouxiang 青春偶像
qingchunshaonv 青春少女
qingchunsuiyue 青春岁月
qingchunyouxian 青春有限
qingcuiyudi 青翠欲滴
qingcuiyueer 清脆悦耳
qingdaodaxue 青岛大学
qingdianhuodong 庆典活动
qingdianliyi 庆典礼仪
qingeryiju 轻而易举
qingfengxulai 清风徐来
qingganshenghuo 情感生活
qingganshijie 情感世界
qinggemanwu 轻歌曼舞
qinghuadaxue 清华大学
qinghuaziguang 清华紫光
qingjiadangchan 倾家荡产
qingjieelie 情节恶劣
qingjieweisheng 清洁卫生
qingjieyanzhong 情节严重
qingjingjiaorong 情景交融
qingjingxiju 情景喜剧
qingkesongli 请客送礼
qingkongwanli 晴空万里
qingkuangbuming 情况不明
qingkuangjinji 情况紧急
qinglianjushi 青莲居士
qinglizhizhong 情理之中
qingmeizhuma 青梅竹马
qingmiaodanxie 轻描淡写
qingnianshidai 青年时代
qingnianyidai 青年一代
qingnianyundong 青年运动
qingniaoyinqin 青鸟殷勤
qingongjianxue 勤工俭学
qingpendayu 倾盆大雨
qingqingbaibai 清清白白
qingqingchuchu 清清楚楚
qingqingsongsong 轻轻松松
qingshanchangzai 青山常在
qingshanlvshui 青山绿水
qingshenyichang 情深意长
qingshenyiqie 情深意切
qingsongshengji 轻松升级
qingsongyukuai 轻松愉快
qingsongziru 轻松自如
qingsuishiqian 情随事迁
qingtingdianshui 蜻蜓点水
qingtongshidai 青铜时代
qingxikejian 清晰可见
qingximingque 清晰明确
qingxingguolai 清醒过来
qingxingrenshi 清醒认识
qingxinziran 清新自然
qingxudiluo 情绪低落
qingxufanying 情绪反应
qingxuwending 情绪稳定
qingyanghuabei 氢氧化钡
qingyanghuagai 氢氧化钙
qingyanghuajia 氢氧化钾
qingyanghualv 氢氧化铝
qingyanghuana 氢氧化钠
qingyanghuatie 氢氧化铁
qingyanghuatong 氢氧化铜
qingyimianmian 情意绵绵
qingyouduzhong 情有独钟
qingyoukeyuan 情有可原
qingyuhongmao 轻于鸿毛
qingzanggaoyuan 青藏高原
qingzanggonglu 青藏公路
qingzangtielu 青藏铁路
qingzhenglianjie 清正廉洁
qingzhenyiqie 情真意切
qingzheziqing 清者自清
qingzhonghuanji 轻重缓急
qingzhusiliao 青贮饲料
qinhuarijun 侵华日军
qinjianjianguo 勤俭建国
qinjianjieyue 勤俭节约
qinjianwushi 勤俭务实
qinlaoyonggan 勤劳勇敢
qinlaozhifu 勤劳致富
qinlvekuozhang 侵略扩张
qinlvezhanzheng 侵略战争
qinmiguanxi 亲密关系
qinmihezuo 亲密合作
qinmiwujian 亲密无间
qinpenghaoyou 亲朋好友
qinqiguanxi 亲戚关系
qinqinkenken 勤勤恳恳
qinqinrere 亲亲热热
qinqipengyou 亲戚朋友
qinquanxingwei 侵权行为
qinrenshanlin 亲仁善邻
qinrenxinpi 沁人心脾
qinruxiongdi 亲如兄弟
qinruyijia 亲如一家
qinshenjingli 亲身经历
qinshihuangling 秦始皇陵
qinshiturang 侵蚀土壤
qinshizuoyong 侵蚀作用
qinshuguanxi 亲属关系
qinxuehaowen 勤学好问
qinxuekulian 勤学苦练
qinyanjiandao 亲眼见到
qinyankandao 亲眼看到
qinyankanjian 亲眼看见
qinyusikao 勤于思考
qinzicanjia 亲自参加
qinzichuma 亲自出马
qinzidongshou 亲自动手
qinziguanxi 亲子关系
qinzijianding 亲子鉴定
qiongkunliaodao 穷困潦倒
qionglouyuyu 琼楼玉宇
qiongqiongjieli 茕茕孑立
qiongshejiyu 穷奢极欲
qiongxingjinxiang 穷形尽相
qiongxiongjie 穷凶极恶
qiongzhouhaixia 琼州海峡
qiongzhuibushe 穷追不舍
qiqibaba 七七八八
qiqicancan 凄凄惨惨
qiqichacha 嘁嘁喳喳
qiqihaer 齐齐哈尔
qiqingliuyu 七情六欲
qiqishibian 七七事变
qiqubuping 崎岖不平
qirentaishen 欺人太甚
qirenyoutian 杞人忧天
qiruanpaying 欺软怕硬
qishangbaxia 七上八下
qishanyishui 奇山异水
qishenhangu 凄神寒骨
qishibufan 气势不凡
qishiburan 其实不然
qishidaoming 欺世盗名
qishierbian 七十二变
qishihuihong 气势恢宏
qishiniandai 七十年代
qishipangbo 气势磅礴
qishiruhong 气势如虹
qishixiongwei 气势雄伟
qishixiongxiong 气势汹汹
qisimiaoxiang 奇思妙想
qitacihui 其他词汇
qitatongxue 其他同学
qitiandasheng 齐天大圣
qitiranliao 气体燃料
qitoubingjin 齐头并进
qitunshanhe 气吞山河
qiugaoqishuang 秋高气爽
qiuhaozhimo 秋毫之末
qiuleiyundong 球类运动
qiulingdiqu 丘陵地区
qiushenbaifo 求神拜佛
qiushouqiyi 秋收起义
qiushuixiansu 秋水仙素
qiutongcunyi 求同存异
qiuxianruoke 求贤若渴
qiuyuechunfeng 秋月春风
qiuzhenwushi 求真务实
qiuzhibude 求之不得
qixiangbumen 气象部门
qixiangguance 气象观测
qixiangtiaojian 气象条件
qixiangwanqian 气象万千
qixiangweixing 气象卫星
qixiangxuejia 气象学家
qixiangyaosu 气象要素
qixiangyubao 气象预报
qixiangzhuanjia 气象专家
qixieticao 器械体操
qixingguaizhuang 奇形怪状
qixinheli 齐心合力
qixinxieli 齐心协力
qiyedaobi 企业倒闭
qiyekuisun 企业亏损
qiyepochan 企业破产
qiyexingxiang 企业形象
qiyoucili 岂有此理
qiyubufen 其余部分
qizhixianming 旗帜鲜明
qizhongjixie 起重机械
qizhongkaoshi 期中考试
qizhuangshanhe 气壮山河
qizhuangyifu 奇装异服
qiziernv 妻子儿女
qizuibashe 七嘴八舌
quanbantongxue 全班同学
quanbudoushi 全部都是
quandajiaoti 拳打脚踢
quandangquanguo 全党全国
quandangquanjun 全党全军
quandangtongzhi 全党同志
quanfuwuzhuang 全副武装
quanguorenda 全国人大
quanguotongbao 全国同胞
quanguoxuelian 全国学联
quanguozhengxie 全国政协
quanhenglibi 权衡利弊
quanjuguannian 全局观念
quanjunfumo 全军覆没
quanlixiafang 权力下放
quanliyifu 全力以赴
quanliyiwu 权利义务
quanlizhichi 全力支持
quanmazhilao 犬马之劳
quanmianguihua 全面规划
quanmianjinbu 全面进步
quanmianjinzhi 全面禁止
quanmianluoshi 全面落实
quanmianpukai 全面铺开
quanmianshishi 全面实施
quanmianshixian 全面实现
quanmiantigao 全面提高
quanmiantuixing 全面推行
quanmianwancheng 全面完成
quanmingongjue 全民公决
quanminsuoyou 全民所有
quanpanfouding 全盘否定
quanpanjieshou 全盘接受
quanpanxihua 全盘西化
quanqiuweixing 全球卫星
quanqiuzhanlve 全球战略
quanquandaibiao 全权代表
quanquanfuze 全权负责
quanquanzhixin 拳拳之心
quanranbutong 全然不同
quanranbuzhi 全然不知
quanshengshiqi 全盛时期
quanshenguanzhu 全神贯注
quanshenshangxia 全身上下
quantichengyuan 全体成员
quantihuiyi 全体会议
quantishisheng 全体师生
quantitongren 全体同仁
quantitongxue 全体同学
quantixuesheng 全体学生
quantiyizhi 全体一致
quanweijigou 权威机构
quanweirenshi 权威人士
quanxianbengkui 全线崩溃
quanxianguantong 全线贯通
quanxiantongche 全线通车
quanxiaoshisheng 全校师生
quanxiaotongxue 全校同学
quanxiaoxuesheng 全校学生
quanxinquanyi 全心全意
quanyizhiji 权宜之计
quanzhiquanneng 全知全能
quanzhitaitai 全职太太
qubieduidai 区别对待
quchangbuduan 取长补短
qucuqujing 去粗取精
qudechenggong 取得成功
qudelianxi 取得联系
qudeshengli 取得胜利
qudeshixiao 取得实效
qudongchengxu 驱动程序
qudongdianliu 驱动电流
quebaoanquan 确保安全
quechaojiuzhan 鹊巢鸠占
quechishaochuan 缺吃少穿
quefahuoli 缺乏活力
quefajiaoyang 缺乏教养
quefajingyan 缺乏经验
quejinshaoliang 缺斤少两
queqiaoxianghui 鹊桥相会
quequeshishi 确确实实
querdaizhi 取而代之
queyibuke 缺一不可
queyishaoyao 缺医少药
quezaozhengju 确凿证据
qugongerzhen 曲肱而枕
qujieruming 屈节辱命
qujingtongyou 曲径通幽
qulibihai 趋利避害
quniantongqi 去年同期
qunqingjifen 群情激愤
qunshanhuanrao 群山环绕
quntisiwei 群体思维
qunzhongdouzheng 群众斗争
qunzhongfanying 群众反映
qunzhongguandian 群众观点
qunzhongjiandu 群众监督
qunzhongliyi 群众利益
qunzhongluxian 群众路线
qunzhongmanyi 群众满意
qunzhongtiyu 群众体育
qunzhongtuanti 群众团体
qunzhongyanyuan 群众演员
qunzhongyundong 群众运动
qunzhongzuzhi 群众组织
quqijinghua 取其精华
ququwanwan 曲曲弯弯
ququzhezhe 曲曲折折
qushuiliushang 曲水流觞
quweiangran 趣味盎然
quweicunzhen 去伪存真
quweiwuqiong 趣味无穷
quxiannihe 曲线拟合
quxianyundong 曲线运动
quyichengren 取义成仁
quyubaohu 区域保护
quyufenge 区域分割
quyufenxi 区域分析
quyuguihua 区域规划
quyuhezuo 区域合作
quyuhuanjing 区域环境
quyukaifa 区域开发
quyumiaoshu 区域描述
quyuwending 趋于稳定
quzheliqi 曲折离奇
quzheqianjin 曲折前进
quzhibujin 取之不尽
quzhikeshu 屈指可数
quzhiyoudao 取之有道
quzhiyumin 取之于民
quzhuchujing 驱逐出境
quzunjiubei 屈尊就卑
ranfangbianpao 燃放鞭炮
ranfangyanhua 燃放烟花
ranliaodianchi 燃料电池
ranranshengqi 冉冉升起
raoyouxingwei 饶有兴味
reaigongzuo 热爱工作
reailaodong 热爱劳动
reairenmin 热爱人民
reaishenghuo 热爱生活
reaizuguo 热爱祖国
redaidiqu 热带地区
redaifengbao 热带风暴
redaihaiyang 热带海洋
redaiyulin 热带雨林
redaizuowu 热带作物
redianhuati 热点话题
redianwenti 热点问题
rehefanying 热核反应
rehuochaotian 热火朝天
rejiaohuanqi 热交换器
releiyingkuang 热泪盈眶
reliebenfang 热烈奔放
relieguzhang 热烈鼓掌
reliehuanying 热烈欢迎
reliexiangying 热烈响应
reliezhuhe 热烈祝贺
remenhuati 热门话题
remindianzu 热敏电阻
renaizhixin 仁爱之心
renaofeifan 热闹非凡
renboxueren 人剥削人
rencaibeichu 人才辈出
rencailiudong 人才流动
rencaipeiyang 人才培养
rencaiziyuan 人才资源
rendadaibiao 人大代表
rendahuitang 人大会堂
rendaojingshen 人道精神
rendaozhongnian 人到中年
rendaozhuyi 人道主义
rendingshengtian 人定胜天
rendingxingwang 人丁兴旺
renduodishao 人多地少
renduoshizhong 人多势众
renerwuxin 人而无信
renfeicaomu 人非草木
renfuyushi 人浮于事
rengaomada 人高马大
rengemeili 人格魅力
rengezunyan 人格尊严
rengongchengben 人工成本
rengongganyu 人工干预
rengonghecheng 人工合成
rengonghuxi 人工呼吸
rengongjiangyu 人工降雨
rengongkongzhi 人工控制
rengongliuchan 人工流产
rengongluru 人工录入
rengongshoujing 人工授精
rengongzhineng 人工智能
rengongzhipin 人工制品
renhejiekou 任何借口
renheliyou 任何理由
renheshike 任何时刻
renheshiwu 任何事物
renheyifang 任何一方
renjiaie 忍饥挨饿
renjiantianshang 人间天上
renjiantiantang 人间天堂
renjianxianjing 人间仙境
renjianxiju 人间喜剧
renjiduihua 人机对话
renjieyouzhi 人皆有之
renjigongcheng 人机工程
renjigoutong 人际沟通
renjiguanxi 人际关系
renjihanzhi 人迹罕至
renjijiaohu 人机交互
renjijiaowang 人际交往
renjijiekou 人机接口
renjijiemian 人机界面
renjunbujin 忍俊不禁
renjunshouru 人均收入
renkelaoshi 任课老师
renkoubili 人口比例
renkouchoumi 人口稠密
renkougoucheng 人口构成
renkoujianshao 人口减少
renkoujishu 人口基数
renkoumidu 人口密度
renkoupucha 人口普查
renkouqianyi 人口迁移
renkoushuliang 人口数量
renkousuzhi 人口素质
renkoutongji 人口统计
renkouzhongduo 人口众多
renkouzongshu 人口总数
renlairenwang 人来人往
renlaorenyuan 任劳任怨
renleiwenming 人类文明
renleixuejia 人类学家
renlianshibie 人脸识别
renliwuli 人力物力
renliziyuan 人力资源
renlunguanxi 人伦关系
renmindaibiao 人民代表
renmindazhong 人民大众
renminfayuan 人民法院
renmingongpu 人民公仆
renmingongshe 人民公社
renminguangchang 人民广场
renminjingcha 人民警察
renminjundui 人民军队
renminmanyi 人民满意
renminribao 人民日报
renmintuanti 人民团体
renminwuzhuang 人民武装
renminzhanzheng 人民战争
renminzhengfu 人民政府
renminzhengxie 人民政协
renqifazhan 任其发展
renqingshigu 人情世故
renqitunsheng 忍气吞声
renqiziran 任其自然
renquanxuanyan 人权宣言
renquloukong 人去楼空
renrendeer 人人得而
renrenjiezhi 人人皆知
renrenpingdeng 人人平等
renrenweiqin 任人唯亲
renrenweixian 任人唯贤
renrenyouze 人人有责
renrenzaige 任人宰割
renrenzhenzhen 认认真真
renrenzhishi 仁人志士
renrenziwei 人人自危
renshenanquan 人身安全
renshenbaoxian 人身保险
renshengdaolu 人生道路
renshengdingfei 人声鼎沸
renshengjiazhi 人生价值
renshenglvtu 人生旅途
renshengmubiao 人生目标
renshengongji 人身攻击
renshengtaidu 人生态度
renshengyiyi 人生意义
renshengzaishi 人生在世
renshengzheli 人生哲理
renshenquanli 人身权利
renshenziyou 人身自由
renshibumen 人事部门
renshibuqing 认识不清
renshishuiping 认识水平
renshiyixia 认识一下
renshizhidu 人事制度
renshouyice 人手一册
rentimoxing 人体模型
rentiqiguan 人体器官
renwangzhengxi 人亡政息
renweishiwu 人为失误
renweiyinsu 人为因素
renwenaoyun 人文奥运
renwendili 人文地理
renwenhuanjing 人文环境
renwenhuicui 人文荟萃
renwenjingguan 人文景观
renwenjingshen 人文精神
renwenkexue 人文科学
renwenzhuyi 人文主义
renwufenxi 任务分析
renwujianju 任务艰巨
renwukeren 忍无可忍
renwumiaoxie 人物描写
renwuwanren 人无完人
renwuxingge 人物性格
renwuxingxiang 人物形象
renxinghengdao 人行横道
renxinhuansan 人心涣散
renxinsizhi 人心思治
renxinxiangbei 人心向背
renyanxishao 人烟稀少
renyidaode 仁义道德
renyiqunfen 人以群分
renyuanbianzhi 人员编制
renyuangoucheng 人员构成
renyuanshangwang 人员伤亡
renyunyiyun 人云亦云
renyuziran 人与自然
renzaocaoping 人造草坪
renzaohuangyou 人造黄油
renzaonaiyou 人造奶油
renzaoweixing 人造卫星
renzaoxianwei 人造纤维
renzhejianren 仁者见仁
renzheleshan 仁者乐山
renzhenduidai 认真对待
renzhendushu 认真读书
renzhenfuze 认真负责
renzhengbiaozhi 认证标志
renzhenguanche 认真贯彻
renzhenluoshi 认真落实
renzhensikao 认真思考
renzhentingjiang 认真听讲
renzhenwancheng 认真完成
renzhenxizhi 认真细致
renzhenxuexi 认真学习
renzhenzhixing 认真执行
renzhenzixi 认真仔细
renzhenzuoshi 认真做事
renzhewudi 仁者无敌
renzhichangqing 人之常情
renzhijiegou 认知结构
renzhikexue 认知科学
renzhongdaoyuan 任重道远
reqingbenfang 热情奔放
reqinggaozhang 热情高涨
reqinghaoke 热情好客
reqingjiedai 热情接待
reqingyangyi 热情洋溢
reqingzhoudao 热情周到
rerenaonao 热热闹闹
rerentaoyan 惹人讨厌
reshenyundong 热身运动
rewendingxing 热稳定性
rexiandianhua 热线电话
rezhanglengsuo 热胀冷缩
ribenguizi 日本鬼子
ribenliaoli 日本料理
ribenshouxiang 日本首相
ribentianhuang 日本天皇
ribenzhengfu 日本政府
richangshenghuo 日常生活
richangshiwu 日常事务
richangxingwei 日常行为
richangyongpin 日常用品
richenganpai 日程安排
richuerzuo 日出而作
richuriluo 日出日落
riermanren 日耳曼人
riezhanzheng 日俄战争
rifuyiri 日复一日
riguangwenshi 日光温室
rijiutianchang 日久天长
rijiyuelei 日积月累
rikazeshi 日喀则市
riluoerxi 日落而息
rimutuqiong 日暮途穷
rineiwahu 日内瓦湖
riqujilie 日趋激烈
riquwanshan 日趋完善
riquyanzhong 日趋严重
ririyeye 日日夜夜
rishenyiri 日甚一日
rixingqianli 日行千里
rixinyueyi 日新月异
rixueyuege 日削月割
riyebuting 日夜不停
riyijiaju 日益加剧
riyijianshao 日益减少
riyipinfan 日益频繁
riyituchu 日益突出
riyiwanshan 日益完善
riyiyanzhong 日益严重
riyizengzhang 日益增长
riyizhuangda 日益壮大
riyongtaoci 日用陶瓷
riyousuosi 日有所思
riyuejingtian 日月经天
riyuewuguang 日月无光
riyuexingchen 日月星辰
rizhaoshishu 日照时数
rizhenwanshan 日臻完善
rongguanghuanfa 容光焕发
ronghuafugui 荣华富贵
ronghuiguantong 融会贯通
rongjienengli 溶解能力
rongmashengya 戎马生涯
rongruyugong 荣辱与共
rongweiyiti 融为一体
rongyijieshou 容易接受
rongyuchenghao 荣誉称号
rongyuyilu 熔于一炉
rongyuzhengshu 荣誉证书
rounengkegang 柔能克刚
rouqingsishui 柔情似水
rouruanguanghua 柔软光滑
roushidongwu 肉食动物
roushizhebi 肉食者鄙
rouzhongyougang 柔中有刚
ruanjianceshi 软件测试
ruanjianchanpin 软件产品
ruanjianchanye 软件产业
ruanjianchengxu 软件程序
ruanjiangongju 软件工具
ruanjianjiami 软件加密
ruanjianjishu 软件技术
ruanjiankaifa 软件开发
ruanjianmingcheng 软件名称
ruanjianpingtai 软件平台
ruanjiansheji 软件设计
ruanjianxitong 软件系统
