abuzhabi 阿布扎比
meipingfangmi 每平方米
meiqieweidian 酶切位点
meiqimingyue 美其名曰
meirimeiye 没日没夜
meitingshuoguo 没听说过
meitoumeinao 没头没脑
meitoumeiwei 没头没尾
meiwanmeiliao 没完没了
mendanghudui 门当户对
mengdesijiu 孟德斯鸠
menggemali 蒙哥马利
mengjialaguo 孟加拉国
mengjialawan 孟加拉湾
mengmenglonglong 朦朦胧胧
mengnalisha 蒙娜丽莎
mengtelier 蒙特利尔
mengxiangchengzhen 梦想成真
mengxibitan 梦溪笔谈
menjieliefu 门捷列夫
mentingruoshi 门庭若市
mentougouqu 门头沟区
mianbugaise 面不改色
mianfangzhiye 棉纺织业
mianhongerchi 面红耳赤
mianhuangjishou 面黄肌瘦
mianmianjudao 面面俱到
mianmuquanfei 面目全非
mianruguanyu 面如冠玉
mianrutuse 面如土色
mianserutu 面色如土
miaomeihuayan 描眉画眼
miaoquhengsheng 妙趣横生
miaoshenhuagui 描神画鬼
mibukefen 密不可分
mibutoufeng 密不透风
miedingzhizai 灭顶之灾
milichanghuang 迷离惝恍
miliuzhiji 弥留之际
mimihuhu 迷迷糊糊
mimimama 密密麻麻
minbuliaosheng 民不聊生
mincuizhuyi 民粹主义
mingbuxuchuan 名不虚传
mingchaanfang 明察暗访
mingchuiqingshi 名垂青史
mingcunshiwang 名存实亡
mingfashenling 明法审令
mingfuqishi 名副其实
minghuozhizhang 明火执仗
minglieqianmao 名列前茅
minglingjinzhi 明令禁止
mingmabiaojia 明码标价
mingmantianxia 名满天下
mingmeizhengqu 明媒正娶
mingmuzhangdan 明目张胆
mingshandachuan 名山大川
mingshijuli 明视距离
minguijunqing 民贵君轻
mingwenxiaer 名闻遐迩
mingwogudang 名我固当
mingzhengyanshun 名正言顺
minshengzaiqin 民生在勤
minweibangben 民惟邦本
minxinsuoxiang 民心所向
minzhimingao 民脂民膏
minzuyuepai 民族乐派
misulizhou 密苏里州
miuyiqianli 谬以千里
mixiegenhu 密歇根湖
mizuzhengui 弥足珍贵
mobuguanxin 漠不关心
mochibuwang 没齿不忘
moerduowa 摩尔多瓦
mojiadisha 摩加迪沙
mojianjiezhong 摩肩接踵
molengliangke 模棱两可
momingqimiao 莫名其妙
momocengceng 磨磨蹭蹭
momohuhu 模模糊糊
moquancazhang 摩拳擦掌
mosangbike 莫桑比克
moshizisuan 没食子酸
moshouchenggui 墨守成规
mosuolini 墨索里尼
motiandalou 摩天大楼
moucaihaiming 谋财害命
moupianbuju 谋篇布局
moxigecheng 墨西哥城
moxigewan 墨西哥湾
mozhugongka 墨竹工卡
mubenzhiwu 木本植物
mubujiaojie 目不交睫
muburendu 目不忍睹
muburenshi 目不忍视
mubuzhuanjing 目不转睛
mudengkoudai 目瞪口呆
muhanmode 穆罕默德
mukongyiqie 目空一切
muxuanshenmi 目眩神迷
muyewuzhi 暮夜无知
muzhisuoji 目之所及
nabulesi 那不勒斯
naifushixing 耐腐蚀性
nairenxunwei 耐人寻味
nanbannvzhuang 男扮女装
nanchuanbeima 南船北马
nanciqijiu 难辞其咎
nandinggeer 南丁格尔
nangkongruxi 囊空如洗
nangzhongxiuse 囊中羞涩
nanhuiguixian 南回归线
nanlaibeiwang 南来北往
nanluoguxiang 南锣鼓巷
nanmulinxian 南木林县
nannanhezuo 南南合作
nannannvnv 男男女女
nannengkegui 难能可贵
nannvlaoshao 男女老少
nanqiangbeidiao 南腔北调
nanshenanfen 难舍难分
nanshuibeidiao 南水北调
nansilafu 南斯拉夫
nantaipingyang 南太平洋
nanyiwanghuai 难以忘怀
nanyiyanbiao 难以言表
nanyizhixin 难以置信
nanyuanbeizhe 南辕北辙
nanzhengbeizhan 南征北战
naoxiuchengnu 恼羞成怒
naozhewaner 闹着玩儿
naqiangnadiao 拿腔拿调
neifenmixian 内分泌腺
neihuadazhou 内华达州
neiwaijiaokun 内外交困
neiyouwaihuan 内忧外患
nenggeshanwu 能歌善舞
nenggongqiaojiang 能工巧匠
nengyanshanbian 能言善辩
nezhanaohai 哪吒闹海
nianfadianliang 年发电量
nianfuliqiang 年富力强
nianfuyinian 年复一年
nianguohuajia 年过花甲
nianjiushixiu 年久失修
niannianbuwang 念念不忘
niannianruci 年年如此
niannianyouci 念念有词
niannianyouyu 年年有余
niannianyueyue 年年月月
nianqinglizhuang 年轻力壮
nianqingpazhong 拈轻怕重
nianshenrijiu 年深日久
nianshiyigao 年事已高
nianyuerishi 年月日时
nianzengzhanglv 年增长率
nieqingdianchi 镍氢电池
nieshouniejiao 蹑手蹑脚
nifanxinli 逆反心理
nigulasi 尼古拉斯
nijialagua 尼加拉瓜
nikeersen 尼科尔森
nilaishunshou 逆来顺受
niliuershang 逆流而上
ningsibuxiang 宁死不降
nirierhe 尼日尔河
niriliya 尼日利亚
niuguotoulai 扭过头来
niunizuotai 忸怩作态
niyajiala 尼亚加拉
nizhongyouwo 你中有我
nongchuchanpin 农畜产品
nongmaoshichang 农贸市场
nongxuzuojia 弄虚作假
nubukee 怒不可遏
nuerhachi 努尔哈赤
numashijia 驽马十驾
numuershi 怒目而视
nuobeierjiang 诺贝尔奖
nuofukedao 诺福克岛
nuonuoliansheng 喏喏连声
nuqichongchong 怒气冲冲
nuxingyuse 怒形于色
nuyanbixi 奴颜婢膝
nvbannanzhuang 女扮男装
ouduansilian 藕断丝连
ouyangyuqian 欧阳予倩
paianerqi 拍案而起
paishandaohai 排山倒海
paishangyongchang 派上用场
paituancanjia 派团参加
pajinsenbing 帕金森病
pangaozhier 攀高枝儿
pangencuojie 盘根错节
pangqiaoceji 旁敲侧击
pangrandawu 庞然大物
pangruowuren 旁若无人
pangyixiechu 旁逸斜出
pangzhengboyin 旁征博引
pangzhimojie 旁枝末节
pannixilin 盘尼西林
panshangonglu 盘山公路
paogenjiudi 刨根究底
paogenwendi 刨根问底
paotiyundong 抛体运动
pashangpaxia 爬上爬下
peizaiyiqi 配在一起
penghuashipin 膨化食品
pengpengzhitiao 怦怦直跳
pengranxindong 怦然心动
pengtouchijiao 蓬头赤脚
pianxinzean 偏信则暗
piaohubuding 飘忽不定
piaopiaodangdang 飘飘荡荡
piaoyangguohai 漂洋过海
pibozhanlang 劈波斩浪
pihonggualv 披红挂绿
pijingzhanji 披荆斩棘
pilipala 噼里啪啦
pingdanwuqi 平淡无奇
pingjundiquan 平均地权
pingliangxinshuo 凭良心说
pingpingpangpang 乒乒乓乓
pingpuzhixu 平铺直叙
pingqipingzuo 平起平坐
pingxinjingqi 平心静气
pinxiazhongnong 贫下中农
pinxuejianyou 品学兼优
pinzaiyiqi 拼在一起
pitousanfa 披头散发
piyubenming 疲于奔命
pobujidai 迫不及待
pojiulixin 破旧立新
poluomenjiao 婆罗门教
popolanlan 破破烂烂
pozaimeijie 迫在眉睫
pududaxue 普渡大学
pulinsidun 普林斯顿
puluowangsi 普罗旺斯
puputongtong 普普通通
putaoyaren 葡萄牙人
putaoyayu 葡萄牙语
putiangaidi 铺天盖地
putianzhixia 普天之下
putongyisheng 扑通一声
qiadaohaochu 恰到好处
qianbainianlai 千百年来
qianbianwanhua 千变万化
qianchangzhezhi 浅尝辄止
qianchawanbie 千差万别
qianchuangbaikong 千疮百孔
qianchuibailian 千锤百炼
qiancizaoju 遣词造句
qianduanhouchang 前短后长
qianenwanxie 千恩万谢
qianfangbaiji 千方百计
qianfanjingfa 千帆竞发
qianfuhouji 前赴后继
qiangchangdongwu 腔肠动物
qiangciduoli 强词夺理
qiangdianjiezhi 强电解质
qiangjiayuren 强加于人
qianglengkongqi 强冷空气
qianglindanyu 枪林弹雨
qiangouwanhe 千沟万壑
qiangshenjianti 强身健体
qianhuhouyong 前呼后拥
qianhuibaizhe 千回百折
qianhuibaizhuan 千回百转
qianhuwanhuan 千呼万唤
qianjunwanma 千军万马
qiankesaoren 迁客骚人
qiannanwannan 千难万难
qiannanwanxian 千难万险
qianniuzhinv 牵牛织女
qianpianyilv 千篇一律
qianpuhouji 前仆后继
qianqiangfuhui 牵强附会
qianqianhouhou 前前后后
qianqianjunzi 谦谦君子
qianqianwanwan 千千万万
qianqibaiguai 千奇百怪
qianshengzhiguo 千乘之国
qianshibuwang 前事不忘
qiansihouxiang 前思后想
qiansiwanlv 千丝万缕
qiansuoweijian 前所未见
qiansuoweiwen 前所未闻
qiansuoweiyou 前所未有
qiantouwanxu 千头万绪
qianwuguren 前无古人
qianxideniao 迁徙的鸟
qianxinwanku 千辛万苦
qianyanghouhe 前仰后合
qianyanwanhe 千岩万壑
qianyanwanyu 千言万语
qianyimohua 潜移默化
qianyindichang 浅吟低唱
qianyinhouguo 前因后果
qianzhaihuanqian 欠债还钱
qianzianzhang 潜滋暗长
qianzibaitai 千姿百态
qiaoduotiangong 巧夺天工
qiaojiadayuan 乔家大院
qiaoquhaoduo 巧取豪夺
qiaowushengxi 悄无声息
qiaruqifen 恰如其分
qibuchengsheng 泣不成声
qichengzhuanhe 起承转合
qichongdouniu 气冲斗牛
qichongxiaohan 气冲霄汉
qichuanxuxu 气喘吁吁
qieerbushe 锲而不舍
qifengkuyu 凄风苦雨
qifengyisu 奇风异俗
qifudiedang 起伏跌宕
qiguaideshi 奇怪的是
qihuayicao 奇花异草
qihuayihui 奇花异卉
qijibaihuai 气急败坏
qijibande 奇迹般地
qijuyitang 齐聚一堂
qikaidesheng 旗开得胜
qilerongrong 其乐融融
qilewuqiong 其乐无穷
qilizisan 妻离子散
qiminyaoshu 齐民要术
qinbingmayong 秦兵马俑
qinchahanguo 钦察汗国
qingbuzijin 情不自禁
qingchuchudang 清除出党
qingeryiju 轻而易举
qingfengxulai 清风徐来
qinggemanwu 轻歌曼舞
qingjiadangchan 倾家荡产
qingmiaodanxie 轻描淡写
qingongjianxue 勤工俭学
qingqingbaibai 清清白白
qingqingchuchu 清清楚楚
qingshenyichang 情深意长
qingshenyiqie 情深意切
qingsuishiqian 情随事迁
qingtingdianshui 蜻蜓点水
qingyanghuabei 氢氧化钡
qingyanghuagai 氢氧化钙
qingyanghuajia 氢氧化钾
qingyanghualv 氢氧化铝
qingyanghuana 氢氧化钠
qingyanghuatie 氢氧化铁
qingyanghuatong 氢氧化铜
qingyouduzhong 情有独钟
qingyoukeyuan 情有可原
qingyuhongmao 轻于鸿毛
qingzhenglianjie 清正廉洁
qingzhenyiqie 情真意切
qingzheziqing 清者自清
qingzhonghuanji 轻重缓急
qinmiwujian 亲密无间
qinqinkenken 勤勤恳恳
qinrenshanlin 亲仁善邻
qinrenxinpi 沁人心脾
qinruxiongdi 亲如兄弟
qinruyijia 亲如一家
qinshihuangling 秦始皇陵
qinxuehaowen 勤学好问
qionglouyuyu 琼楼玉宇
qiongqiongjieli 茕茕孑立
qiongshejiyu 穷奢极欲
qiongxingjinxiang 穷形尽相
qiongxiongjie 穷凶极恶
qiongzhuibushe 穷追不舍
qiqibaba 七七八八
qiqicancan 凄凄惨惨
qiqichacha 嘁嘁喳喳
qiqingliuyu 七情六欲
qiqishibian 七七事变
qirentaishen 欺人太甚
qirenyoutian 杞人忧天
qiruanpaying 欺软怕硬
qishangbaxia 七上八下
qishanyishui 奇山异水
qishenhangu 凄神寒骨
qishidaoming 欺世盗名
qishierbian 七十二变
qishiruhong 气势如虹
qisimiaoxiang 奇思妙想
qitiandasheng 齐天大圣
qitunshanhe 气吞山河
qiugaoqishuang 秋高气爽
qiuhaozhimo 秋毫之末
qiushenbaifo 求神拜佛
qiushuixiansu 秋水仙素
qiutongcunyi 求同存异
qiuxianruoke 求贤若渴
qiuzhibude 求之不得
qixingguaizhuang 奇形怪状
qixinxieli 齐心协力
qiyoucili 岂有此理
qizhuangshanhe 气壮山河
qizhuangyifu 奇装异服
qizuibashe 七嘴八舌
quanbudoushi 全部都是
quanliyifu 全力以赴
quanmingongjue 全民公决
quanquanzhixin 拳拳之心
quanxinquanyi 全心全意
quanyizhiji 权宜之计
quanzhiquanneng 全知全能
quchangbuduan 取长补短
qucuqujing 去粗取精
quechaojiuzhan 鹊巢鸠占
quechishaochuan 缺吃少穿
quejinshaoliang 缺斤少两
quequeshishi 确确实实
querdaizhi 取而代之
queyibuke 缺一不可
queyishaoyao 缺医少药
qugongerzhen 曲肱而枕
qujieruming 屈节辱命
qujingtongyou 曲径通幽
qulibihai 趋利避害
qunqingjifen 群情激愤
ququzhezhe 曲曲折折
quweicunzhen 去伪存真
quyichengren 取义成仁
quzhibujin 取之不尽
quzhiyoudao 取之有道
quzhiyumin 取之于民
quzunjiubei 屈尊就卑
rehefanying 热核反应
rejiaohuanqi 热交换器
releiyingkuang 热泪盈眶
renboxueren 人剥削人
rendahuitang 人大会堂
rendingshengtian 人定胜天
renduodishao 人多地少
renduoshizhong 人多势众
renerwuxin 人而无信
renfeicaomu 人非草木
renfuyushi 人浮于事
rengaomada 人高马大
rengongshoujing 人工授精
renjiaie 忍饥挨饿
renjieyouzhi 人皆有之
renjihanzhi 人迹罕至
renjunbujin 忍俊不禁
renkelaoshi 任课老师
renlairenwang 人来人往
renlaorenyuan 任劳任怨
renqitunsheng 忍气吞声
renquloukong 人去楼空
renrendeer 人人得而
renrenweiqin 任人唯亲
renrenweixian 任人唯贤
renrenzaige 任人宰割
renrenzhenzhen 认认真真
renrenziwei 人人自危
renshengdingfei 人声鼎沸
renwangzhengxi 人亡政息
renwukeren 忍无可忍
renwuwanren 人无完人
renxinghengdao 人行横道
renxinsizhi 人心思治
renxinxiangbei 人心向背
renyanxishao 人烟稀少
renyiqunfen 人以群分
renyunyiyun 人云亦云
renyuziran 人与自然
renzhejianren 仁者见仁
renzhichangqing 人之常情
renzhongdaoyuan 任重道远
rerenaonao 热热闹闹
rewendingxing 热稳定性
rezhanglengsuo 热胀冷缩
richuerzuo 日出而作
riermanren 日耳曼人
riezhanzheng 日俄战争
rifuyiri 日复一日
rijiutianchang 日久天长
rijiyuelei 日积月累
rikazeshi 日喀则市
riluoerxi 日落而息
rimutuqiong 日暮途穷
rineiwahu 日内瓦湖
rishenyiri 日甚一日
rixinyueyi 日新月异
rixueyuege 日削月割
riyousuosi 日有所思
riyuejingtian 日月经天
rizhaoshishu 日照时数
rongguanghuanfa 容光焕发
ronghuiguantong 融会贯通
rongruyugong 荣辱与共
rongweiyiti 融为一体
rongyuyilu 熔于一炉
rounengkegang 柔能克刚
rouqingsishui 柔情似水
roushizhebi 肉食者鄙
rouzhongyougang 柔中有刚
ruanyingjianshi 软硬兼施
rubufuchu 入不敷出
ruchuyizhe 如出一辙
rufapaozhi 如法炮制
rugengzaihou 如鲠在喉
ruheshihao 如何是好
ruhuorutu 如火如荼
ruhuozhibao 如获至宝
ruhutianyi 如虎添翼
ruibukedang 锐不可当
rujianqiren 如见其人
rujisike 如饥似渴
rulangsihu 如狼似虎
rulinqijing 如临其境
rumengchuxing 如梦初醒
rumengruhuan 如梦如幻
rumusanfen 入木三分
ruorouqiangshi 弱肉强食
ruowuqishi 若无其事
ruoyouruowu 若有若无
ruoyousuoshi 若有所失
ruqingruli 入情入理
ruqirusu 如泣如诉
rurizhongtian 如日中天
rushizhongfu 如释重负
ruwenqisheng 如闻其声
ruxiangsuisu 入乡随俗
ruyingsuixing 如影随形
ruyuanyichang 如愿以偿
ruyudeshui 如鱼得水
ruzuozhenzhan 如坐针毡
saerwaduo 萨尔瓦多
sailaliang 塞拉利昂
sainahepan 塞纳河畔
saineijiaer 塞内加尔
saipulusi 塞浦路斯
saiwantisi 塞万提斯
saiweiliya 塞维利亚
saiwengshima 塞翁失马
sakesiguan 萨克斯管
sakexunren 撒克逊人
salarewo 萨拉热窝
salasadi 萨拉萨蒂
samaerhan 撒马尔罕
samalanqi 萨马兰奇
sanfanwuci 三番五次
sangengbanye 三更半夜
sangjibaer 桑给巴尔
sangquanruguo 丧权辱国
sangumaolu 三顾茅庐
sanguodingli 三国鼎立
sanjiangpingyuan 三江平原
sanjiaojiuliu 三教九流
sanjuliangsheng 三局两胜
sanjuqingan 三聚氰胺
sanlianshudian 三联书店
sanlvdafu 三闾大夫
sannongwenti 三农问题
sanshiliuji 三十六计
santiansanye 三天三夜
sanweishuwu 三味书屋
sanyanghualiu 三氧化硫
sanyanliangyu 三言两语
sanzhongquanhui 三中全会
sashourenhuan 撒手人寰
selineiren 色厉内荏
shamozhizhou 沙漠之舟
shanchongshuifu 山重水复
shandaoercang 善刀而藏
shandingdongren 山顶洞人
shanfanjiujian 删繁就简
shangaoyuexiao 山高月小
shangbuzhaotian 上不着天
shangeshuju 栅格数据
shangfengbaisu 伤风败俗
shangfengganmao 伤风感冒
shanghuxidao 上呼吸道
shangshangxiaxia 上上下下
shanguangshuise 山光水色
shangxiatongyu 上下同欲
shanhuiluzhuan 山回路转
shanleyixia 闪了一下
shanlisuanjia 山梨酸钾
shanqingshuixiu 山清水秀
shanqiongshuijin 山穷水尽
shanshanlaichi 姗姗来迟
shaobugengshi 少不更事
shaoshuofeihua 少说废话
shaouxiangji 沙鸥翔集
shaoxianduiyuan 少先队员
shaozhiyoushao 少之又少
shaozongjishi 稍纵即逝
shaozouwanlu 少走弯路
shapingbaqu 沙坪坝区
sharenyuehuo 杀人越货
shashenchengren 杀身成仁
shashibiya 莎士比亚
shawenzhuyi 沙文主义
shebenzhumo 舍本逐末
shejiershang 拾级而上
shenbukece 深不可测
shenbushoushe 神不守舍
shenbuyouji 身不由己
shencaiyiyi 神采奕奕
shencanzhijian 身残志坚
shenchuguimo 神出鬼没
shenfenzhenghao 身份证号
shenfuzhongshang 身负重伤
shengbanyingtao 生搬硬套
shengbidebao 圣彼得堡
shengchijianyong 省吃俭用
shengdiyage 圣地亚哥
shengdongjixi 声东击西
shengduomingge 圣多明各
shengengbanye 深更半夜
shengengxizuo 深耕细作
shengfanshengcai 剩饭剩菜
shenghuamiaobi 生花妙笔
shengjiershuai 盛极而衰
shengjihuandai 升级换代
shengjumuduan 绳锯木断
shenglaobingsi 生老病死
shenglaolunsi 圣劳伦斯
shenglizaiwang 胜利在望
shengluxiya 圣卢西亚
shengluyisi 圣路易斯
shengmalinuo 圣马力诺
shengmingdazao 声名大噪
shengqilingren 盛气凌人
shengqingbingmao 声情并茂
shengruhongzhong 声如洪钟
shengshayuduo 生杀予夺
shengshishengli 省时省力
shengsiyouguan 生死攸关
shengsiyugong 生死与共
shengwuzhineng 生物质能
shengyoudedeng 省油的灯
shengzhiyifa 绳之以法
shenjingbaizhan 身经百战
shenlaizhibi 神来之笔
shenlingyizao 神领意造
shenlinqijing 身临其境
shenmimoce 神秘莫测
shenqianglizhuang 身强力壮
shenqimoce 神奇莫测
shenqinghouyi 深情厚意
shenqinghouyi 深情厚谊
shenruqianchu 深入浅出
shensezhanghuang 神色张皇
shenshenmimi 神神秘秘
shenshenxuezi 莘莘学子
shenshiduoshi 审时度势
shenshouqihai 深受其害
shenshuyulei 神荼郁垒
shenwufenwen 身无分文
shenwutongji 深恶痛疾
shenwutongjue 深恶痛绝
shenxianshizu 身先士卒
shenxiaochenshang 甚嚣尘上
shenxinbuyi 深信不疑
shenxinjupi 身心俱疲
shenzhirenyuan 神职人员
sheqiurumen 射球入门
sheshenchudi 设身处地
shibangongbei 事半功倍
shibeigongban 事倍功半
shibiesanri 士别三日
shibigongqin 事必躬亲
shibuguofu 食不果腹
shibukedang 势不可当
shibukedang 势不可挡
shibushigu 事不师古
shibuwodai 时不我待
shicigefu 诗词歌赋
shiciqufu 诗词曲赋
shidaoguazhu 失道寡助
shideqifan 适得其反
shiduanshixu 时断时续
shierbujian 视而不见
shierzhichang 十二指肠
shiguojingqian 时过境迁
shiguojituan 十国集团
shihaoshihuai 时好时坏
shihengbianye 尸横遍野
shihuashishuo 实话实说
shihunluopo 失魂落魄
shijiamouni 释迦牟尼
shijiazhuangshi 石家庄市
shijiezhizui 世界之最
shijinbumei 拾金不昧
shijingshanqu 石景山区
shijinianlai 十几年来
shijinshisong 时紧时松
shijuezanliu 视觉暂留
shijunlidi 势均力敌
shikeerzhi 适可而止
shilaiyunzhuan 时来运转
shiliaobuji 始料不及
shiluanzhongqi 始乱终弃
shimaozhongxin 世贸中心
shimotelai 史沫特莱
shinajiuwen 十拿九稳
shinonggongshang 士农工商
shipindianbo 视频点播
shipotianjing 石破天惊
shiqianglingruo 恃强凌弱
shirenyahui 拾人牙慧
shishifeifei 是是非非
shishikeke 时时刻刻
shishiqiushi 实事求是
shishizaizai 实实在在
shishuoxinyu 世说新语
shishushiyi 世殊事异
shisihangshi 十四行诗
shisirugui 视死如归
shitelaosi 施特劳斯
shitianduanfa 誓天断发
shiwaitaoyuan 世外桃源
shiwenduanzi 识文断字
shiwudaxiao 事无大小
shiwujuxi 事无巨细
shiwuqianli 史无前例
shiwuqiubao 食无求饱
shiwuzhaoling 失物招领
shiyiersui 十一二岁
shiyinshixian 时隐时现
shiyiruci 事已如此
shiyoubajiu 十有八九
shiyuyuanwei 事与愿违
shizaibixing 势在必行
shizherusi 逝者如斯
shizheshengcun 适者生存
shizhibuyu 矢志不渝
shizhihaoli 失之毫厘
shizhongbuyu 始终不渝
shizhongyouhua 诗中有画
shizihuake 十字花科
shizuishanshi 石嘴山市
shoubushijuan 手不释卷
shougongyezhe 手工业者
shougongyipin 手工艺品
shougongyizhe 手工艺者
shouhuichengming 收回成命
shoujiangyishi 授奖仪式
shoujiaoyuzhe 受教育者
shoumangjiaoluan 手忙脚乱
shoupozhendong 受迫振动
shouquyizhi 首屈一指
shourenzhituo 受人之托
shouwucuntie 手无寸铁
shouwuzudao 手舞足蹈
shouyifeiqian 受益匪浅
shouzhangaojie 首战告捷
shouzhiyuren 受制于人
shouzhongzhengqin 寿终正寝
shouzhudaitu 守株待兔
shuaileyijiao 摔了一跤
shuaituancanjia 率团参加
shuangaozhicheng 双奥之城
shuangjinshupian 双金属片
shubeilizhuan 树碑立传
shubushengshu 数不胜数
shudaozuzhi 输导组织
shudazhaofeng 树大招风
shudejihe 数的几何
shuerbulou 疏而不漏
shuhuojingu 舒活筋骨
shuidaoqucheng 水到渠成
shuidezhengxiang 睡得正香
shuidiaogetou 水调歌头
shuidishichuan 水滴石穿
shuiluoshichu 水落石出
shuinengzaizhou 水能载舟
shuinishajiang 水泥砂浆
shuirujiaorong 水乳交融
shuixiebutong 水泄不通
shuiyanxingsong 睡眼惺忪
shuizhangchuangao 水涨船高
shujuanziru 舒卷自如
shundingxiangjiao 顺丁橡胶
shunfanyigou 顺反异构
shunlichengzhang 顺理成章
shunliuerxia 顺流而下
shunqiziran 顺其自然
shunshisudu 瞬时速度
shunshuituizhou 顺水推舟
shuntengmogua 顺藤摸瓜
shunxiwanbian 瞬息万变
shuobuchulai 说不出来
shuobuxiaqu 说不下去
shuoganjiugan 说干就干
shuolaishuoqu 说来说去
shuolaoshihua 说老实话
shuoshuoxiaoxiao 说说笑笑
shuowenjiezi 说文解字
shuoxinlihua 说心里话
shuozoujiuzou 说走就走
shushishufei 孰是孰非
shushouwuce 束手无策
shushufufu 舒舒服服
shutoutannao 舒头探脑
shututonggui 殊途同归
shuwozhiyan 恕我直言
shuyiqianji 数以千计
shuyiqigao 数易其稿
shuyiwanji 数以万计
shuyiyiji 数以亿计
shuzhuanghuayuan 菽庄花园
shuzishuiyin 数字水印
sibadake 斯巴达克
sibinnuosha 斯宾诺莎
sicengxiangshi 似曾相识
sidifensen 斯蒂芬森
sierhouyi 死而后已
sierwuyuan 死而无怨
sifangbamian 四方八面
sifenwulie 四分五裂
sihaobucha 丝毫不差
sijiyingbei 死记硬背
sikongjianguan 司空见惯
sikuquanshu 四库全书
silafuren 斯拉夫人
silaixiangqu 思来想去
sililanka 斯里兰卡
siluofake 斯洛伐克
silvhuatan 四氯化碳
simaxiangru 司马相如
simianshoudi 四面受敌
sipingbawen 四平八稳
siqianxianghou 思前想后
siquhuolai 死去活来
sishewuru 四舍五入
sishierfei 似是而非
sishuiliunian 似水流年
sitongbada 四通八达
situyate 斯图亚特
siweifute 斯威夫特
siweikongjian 四维空间
siweishilan 斯威士兰
sixiangshoushou 私相授受
sixianruke 思贤如渴
sixiaofeixiao 似笑非笑
sixintadi 死心塌地
siyangfangzun 四羊方尊
siyuanle 死于安乐
sizhongquanhui 四中全会
siziwangqi 四子王旗
songjingshigen 松井石根
songminglixue 宋明理学
songnenpingyuan 松嫩平原
songrentingwen 耸人听闻
songzanganbu 松赞干布
suantiankula 酸甜苦辣
subuxiangshi 素不相识
suchebaima 素车白马
sugeladi 苏格拉底
sugelanren 苏格兰人
suijiaosuidao 随叫随到
suishengfuhe 随声附和
suisuibianbian 随随便便
suisuiniannian 岁岁年年
suiyuecuotuo 岁月蹉跎
suiyueran 随遇而安
sujiangershang 溯江而上
sumendala 苏门答腊
sunjiliren 损己利人
sunrenliji 损人利己
suodaozhichu 所到之处
suoluomenwang 所罗门王
suoshengwuji 所剩无几
suoxiangpimi 所向披靡
suoxiangwudi 所向无敌
suozuosuowei 所作所为
suranqijing 肃然起敬
susongshixiao 诉讼时效
suweimoumian 素未谋面
suxingyemei 夙兴夜寐
suzhansujue 速战速决
tachengdiqu 塔城地区
taimieryu 泰米尔语
taiqitoulai 抬起头来
taishanglaojun 太上老君
taiwanguangfu 台湾光复
taiwushibao 泰晤士报
taiwushihe 泰晤士河
taiyangheizi 太阳黑子
taiyangxiwai 太阳系外
tajikezu 塔吉克族
talimuhe 塔里木河
tanggulashan 唐古拉山
tangjihede 堂吉诃德
tanglangbuchan 螳螂捕蝉
tangshoushanyu 烫手山芋
tanherongyi 谈何容易
tanhuayixian 昙花一现
tankonghuojian 探空火箭
tannamiguan 碳纳米管
tanqingshuoai 谈情说爱
tansangniya 坦桑尼亚
tanshengpasi 贪生怕死
tansuanqingan 碳酸氢铵
tansuanqingna 碳酸氢钠
tantianshuodi 谈天说地
tanweiguanzhi 叹为观止
tanxiongloufu 袒胸露腹
tanxionglouru 袒胸露乳
tanyikouqi 叹一口气
taohuayuanji 桃花源记
taojiahuanjia 讨价还价
taotianzuixing 滔天罪行
taozhiyaoyao 桃之夭夭
tataerzu 塔塔尔族
tatashishi 踏踏实实
taxuexunmei 踏雪寻梅
telaweifu 特拉维夫
tengkongerqi 腾空而起
tengyunjiawu 腾云驾雾
tianbianditou 田边地头
tianbingtianjiang 天兵天将
tianchangdijiu 天长地久
tiandongansuan 天冬氨酸
tiandongxianan 天冬酰胺
tianfandifu 天翻地覆
tianfangyetan 天方夜谭
tiangaoqishuang 天高气爽
tiangeyifang 天各一方
tianhaizaodi 填海造地
tianhandidong 天寒地冻
tianhundian 天昏地暗
tianjingdiyi 天经地义
tianjisaima 田忌赛马
tianlangqiqing 天朗气清
tiannandibei 天南地北
tiannaxizhou 田纳西州
tiannurenyuan 天怒人怨
tianrangzhibie 天壤之别
tiansuankula 甜酸苦辣
tianxiaweigong 天下为公
tianxiaweiyi 天下为一
tianxuandizhuan 天旋地转
tianyahaijiao 天涯海角
tianyanmiyu 甜言蜜语
tianyuandifang 天圆地方
tianzairenhuo 天灾人祸
tianzhenwuxie 天真无邪
tianzhijiaozi 天之骄子
tianzhijiaye 添枝加叶
tianzhongjiaorong 田中角荣
tianzhuanjiawa 添砖加瓦
tianzhujiaohui 天主教会
tianzhujiaotu 天主教徒
tiaokuaifenge 条块分割
tieqinghuajia 铁氰化钾
tieshangbiaoqian 贴上标签
tieshangongzhu 铁扇公主
tigangqieling 提纲挈领
tingbuxialai 停不下来
tingerzouxian 铤而走险
tingqiziran 听其自然
tingtianyouming 听天由命
tingtingyuli 亭亭玉立
tingzhirenzhi 听之任之
tixianmuou 提线木偶
tixindiaodan 提心吊胆
tongbantongxue 同班同学
tongdengxueli 同等学力
tongdingsitong 痛定思痛
tongfenjiehe 统分结合
tongfenyigou 同分异构
tonggaiqianfei 痛改前非
tonggangongku 同甘共苦
tonggongtongchou 同工同酬
